rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
874	bd17_expression_150_3-62	-0.0437440193210149	11.9580153707821	-0.124949917274155	0.902148895733313	0.999406732589998	-6.10346326896286	-0.1229472166656										ns
875	bd17_expression_123_92779-93840	0.0501711270731035	7.81987922601222	0.12416630975421	0.902414348333885	0.999406732589998	-6.09766586358783	0.122612004028044	hemE, UROD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism	COG0407	Uroporphyrinogen-III decarboxylase	Coenzyme metabolism	PF01208 [Uroporphyrinogen decarboxylase (URO-D)]	ns
876	bd17_expression_12_2495-3892	-0.0321737094801186	7.58076433736571	-0.123399439806634	0.902757906235197	0.999406732589998	-6.10679869019116	-0.122178180731697	hemN, hemZ	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism	COG0635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	Coenzyme metabolism	PF04055 [Radical SAM superfamily];PF06969 [HemN C-terminal domain]	ns
877	bd17_expression_26_39489-40394	-0.0321737094801186	7.58076433736571	-0.123399439806634	0.902757906235197	0.999406732589998	-6.10679869019116	-0.122178180731697		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG4111FNX	sugar transferase	Function unknown		ns
878	bd17_expression_101_7446-8210	-0.0321737094801186	7.58076433736571	-0.123399439806634	0.902757906235197	0.999406732589998	-6.10679869019116	-0.122178180731697	paaF, echA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation | Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Caprolactam degradation	COG1024	Enoyl-CoA hydratase/carnithine racemase	Lipid metabolism	PF00378 [Enoyl-CoA hydratase/isomerase];PF16113 [Enoyl-CoA hydratase/isomerase]	ns
879	bd17_expression_241_2533-3276	-0.0321737094801186	7.58076433736571	-0.123399439806634	0.902757906235197	0.999406732589998	-6.10679869019116	-0.122178180731697		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
880	bd17_expression_9_13851-15149	0.0596754525986818	7.89773971066332	0.122408627472085	0.90385819723855	0.999406732589998	-6.09048629163624	0.120788956820517		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				COG1835	Predicted acyltransferases	Lipid metabolism	PF01757 [Acyltransferase family]	ns
881	bd17_expression_4_9498-11324	0.0365842447051688	7.64342395660451	0.121879039969368	0.903949833826816	0.999406732589998	-6.10725546991445	0.120673267308611	fcs	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K12508	feruloyl-CoA synthase [EC:6.2.1.34]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0318	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	Secondary metabolites biosynthesis, transport and catabolism|Lipid metabolism	PF00501 [AMP-binding enzyme]	ns
882	bd17_expression_118_2633-5401	0.0365842447051688	7.64342395660451	0.121879039969368	0.903949833826816	0.999406732589998	-6.10725546991445	0.120673267308611	GLDC, gcvP	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00281	glycine dehydrogenase [EC:1.4.4.2]	Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism	COG0403;COG1003			PF02347 [Glycine cleavage system P-protein]	ns
883	bd17_expression_123_86943-88532	0.0365842447051688	7.64342395660451	0.121879039969368	0.903949833826816	0.999406732589998	-6.10725546991445	0.120673267308611	gshA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01919	glutamate--cysteine ligase [EC:6.3.2.2]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Metabolism of other amino acids; Glutathione metabolism	COG2918	Gamma-glutamylcysteine synthetase	Coenzyme metabolism	PF04262 [Glutamate-cysteine ligase ]	ns
884	bd17_expression_158_4788-5972	0.0393832176739571	7.70180820158036	0.120775910589925	0.904814783233729	0.999406732589998	-6.10733016364098	0.119581363894599	amiE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K01426	amidase [EC:3.5.1.4]	Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Styrene degradation	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	Translation, ribosomal structure and biogenesis	PF01425 [Amidase]	ns
885	bd17_expression_102_4854-6563	-0.0569567012167386	8.00578470713377	-0.119127286090624	0.906107671056693	0.999406732589998	-6.09426118436648	-0.117949500718526	deaD, cshA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0513	Superfamily II DNA and RNA helicases	Translation, ribosomal structure and biogenesis|Transcription|DNA replication, recombination and repair	PF00270 [DEAD/DEAH box helicase];PF00271 [Helicase conserved C-terminal domain];PF03880 [DbpA RNA binding domain   ]	ns
886	bd17_expression_51_21541-23286	0.0375010492440996	7.68840975776651	0.117498314783292	0.907385405479808	0.999406732589998	-6.10770838369101	0.116337072485564		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
887	bd17_expression_65_6438-7856	-0.0352891498192312	7.7813339120779	-0.11483156544276	0.909523133246436	0.999406732589998	-6.1079056179586	-0.113640055585765	gshB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Vibrionales	K01920	glutathione synthase [EC:6.3.2.3]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Metabolism of other amino acids; Glutathione metabolism	ENOG410XPHH	glutathione synthetase	Lipid transport and metabolism	PF03199 [Eukaryotic glutathione synthase];PF03917 [Eukaryotic glutathione synthase, ATP binding domain]	ns
888	bd17_expression_220_21292-22086	0.0333753334254759	7.62195424544041	0.114702986150099	0.909578598688487	0.999406732589998	-6.1081556822461	0.11357008992437										ns
889	bd17_expression_224_10260-13523	-0.0491808971398336	7.81391356540866	-0.112245519739559	0.911770913430353	0.999406732589998	-6.10047428054199	-0.110805084380637		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				COG1305;COG4196			PF01841 [Transglutaminase-like superfamily];PF08379 [Bacterial transglutaminase-like N-terminal region];PF09899 [Putative amidoligase enzyme (DUF2126)]	ns
890	bd17_expression_83_41324-42193	0.0335974821413586	7.64811002446652	0.111521383444997	0.912075747475095	0.999406732589998	-6.10846703077783	0.110420687148384	cysL	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K21900	LysR family transcriptional regulator, transcriptional activator of the cysJI operon	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0583	Transcriptional regulator	Transcription	PF00126 [Bacterial regulatory helix-turn-helix protein, lysR family];PF03466 [LysR substrate binding domain]	ns
891	bd17_expression_237_52624-53646	0.0335974821413586	7.64811002446652	0.111521383444997	0.912075747475095	0.999406732589998	-6.10846703077783	0.110420687148384		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
892	bd17_expression_309_178-1716	0.0335974821413586	7.64811002446652	0.111521383444997	0.912075747475095	0.999406732589998	-6.10846703077783	0.110420687148384		k_Bacteria								ns
893	bd17_expression_3_184-1020	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium								ns
894	bd17_expression_11_1765-2079	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria;p_Pseudomonadota								ns
895	bd17_expression_12_27024-28226	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	dapC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K14267	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	Metabolism; Amino acid metabolism; Lysine biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes	COG0436	Aspartate/tyrosine/aromatic aminotransferase	Amino acid transport and metabolism	PF00155 [Aminotransferase class I and II]	ns
896	bd17_expression_64_6741-7763	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	ABC.FEV.P	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K02015	iron complex transport system permease protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0609	ABC-type Fe3+-siderophore transport system, permease component	Inorganic ion transport and metabolism	PF01032 [FecCD transport family]	ns
897	bd17_expression_65_1244-1993	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	K07497	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K07497	putative transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG2801	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF00665 [Integrase core domain];PF13276 [HTH-like domain]	ns
898	bd17_expression_99_23445-24761	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	DNMT1, dcm	k_Bacteria;p_Pseudomonadota	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Human Diseases; Cancers: Overview; MicroRNAs in cancer | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0270	Site-specific DNA methylase	DNA replication, recombination and repair	PF00145 [C-5 cytosine-specific DNA methylase]	ns
899	bd17_expression_100_12630-13640	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	K07089	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K07089	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG0701	Predicted permeases	General function prediction only	PF03773 [Predicted permease]	ns
900	bd17_expression_114_2632-4200	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K10826;K10834			COG0488	ATPase components of ABC transporters with duplicated ATPase domains	General function prediction only	PF00005 [ABC transporter];PF12848 [ABC transporter];PF13304 [AAA domain, putative AbiEii toxin, Type IV TA system]	ns
901	bd17_expression_127_15344-16084	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	fabG	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Metabolism; Biosynthesis of other secondary metabolites; Prodigiosin biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	ENOG410XNW1	)-reductase	Function unknown	PF00106 [short chain dehydrogenase];PF08659 [KR domain];PF13561 [Enoyl-(Acyl carrier protein) reductase]	ns
902	bd17_expression_144_3006-4838	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	msbA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1132	ABC-type multidrug transport system, ATPase and permease components		PF00005 [ABC transporter];PF00664 [ABC transporter transmembrane region]	ns
903	bd17_expression_145_6445-7470	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF01636 [Phosphotransferase enzyme family]	ns
904	bd17_expression_217_647-1435	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria				COG0666	FOG: Ankyrin repeat	General function prediction only		ns
905	bd17_expression_237_24618-25148	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054										ns
906	bd17_expression_239_38059-38352	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria				ENOG410YEAS	transposase	Replication, recombination and repair	PF01609 [Transposase DDE domain];PF13612 [Transposase DDE domain]	ns
907	bd17_expression_248_2315-3415	-0.0289196485314606	7.57571745952986	-0.111439585115332	0.912139960887708	0.999406732589998	-6.10821927436556	-0.110339715801054	acrA, mexA, adeI, smeD, mtrC, cmeA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03585	membrane fusion protein, multidrug efflux system	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410ZWY3	Efflux transporter rnd family, mfp subunit	Inorganic ion transport and metabolism	PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	ns
